copy	count
77724	1
94100	1
12655	1
49521	1
41341	1
37234	1
12646	1
4490	1
4450	1
28593	1
24922	1
74098	1
70004	1
53581	1
8531	1
4437	1
36781	1
74099	1
82303	1
53570	1
61766	1
37194	1
45390	1
29014	1
8540	1
86386	1
49486	1
37188	1
41282	1
53582	1
12629	1
8535	1
20825	1
29021	1
74103	1
33092	1
57672	1
4029	1
20831	1
29018	1
20830	1
65908	1
94586	1
12627	1
12217	1
24921	1
90484	1
65912	1
70010	1
78200	1
94579	1
20820	1
16726	1
8538	1
4444	1
12223	1
94576	1
53573	1
20823	1
45385	1
29009	1
4445	1
90483	1
74107	1
65919	1
8121	1
85906	1
78202	1
41293	1
20816	1
16721	1
28598	1
8541	1
90485	1
65913	1
70011	1
61764	1
32692	1
65444	1
33099	1
16723	1
40872	1
8543	1
70009	1
65915	1
12634	1
12648	1
32695	1
45432	1
41338	1
29041	1
16759	1
12665	1
53165	1
49059	1
44961	1
12678	1
33168	1
37266	1
45462	1
53658	1
70050	1
98203	1
4483	1
12679	1
33169	1
37267	1
33135	1
37229	1
82263	1
29043	1
86358	1
53606	1
16756	1
20854	1
8568	1
4020	1
57262	1
8569	1
86357	1
36772	1
20413	1
90450	1
12664	1
8570	1
32699	1
98639	1
49561	1
65953	1
20872	1
94110	1
4484	1
37268	1
53660	1
94632	1
82350	1
12673	1
4485	1
24971	1
12672	1
41363	1
33175	1
61849	1
53661	1
74147	1
98743	1
102274	1
8578	1
94635	1
82346	1
12674	1
90542	1
4481	1
20410	1
16779	1
45461	1
61853	1
82347	1
16308	1
90537	1
70054	1
12675	1
44966	1
41361	1
33173	1
57753	1
61851	1
8118	1
24951	1
16755	1
40868	1
61804	1
8116	1
24958	1
53166	1
53609	1
36774	1
12661	1
44962	1
37216	1
29053	1
24959	1
37222	1
61802	1
49516	1
73620	1
102727	1
49514	1
4467	1
49517	1
85905	1
37244	1
69965	1
102749	1
24499	1
33151	1
65872	1
41316	1
8564	1
4022	1
16760	1
20858	1
29054	1
65873	1
74069	1
41317	1
57709	1
41313	1
12659	1
37225	1
61355	1
8117	1
12211	1
12670	1
98633	1
49505	1
61799	1
29047	1
102728	1
49504	1
94548	1
16754	1
29044	1
44963	1
102729	1
74079	1
61797	1
29046	1
90452	1
102278	1
24509	1
16765	1
20863	1
41314	1
37220	1
12656	1
4468	1
29048	1
74067	1
98632	1
65879	1
57707	1
12657	1
8563	1
4469	1
28603	1
16767	1
90317	1
53498	1
13235	1
73831	1
102517	1
24644	1
94175	1
4170	1
12366	1
20547	1
24645	1
69587	1
8269	1
53331	1
61527	1
69739	1
73837	1
102523	1
20544	1
16450	1
28740	1
32855	1
45137	1
20557	1
102519	1
24648	1
65636	1
94314	1
102518	1
8257	1
16461	1
45139	1
8258	1
24651	1
65517	1
57321	1
20556	1
32854	1
53340	1
73826	1
8259	1
24646	1
102339	1
12364	1
98431	1
49238	1
94304	1
77928	1
16455	1
49126	1
45028	1
53333	1
36930	1
53224	1
12374	1
90236	1
69584	1
8277	1
24669	1
32834	1
28669	1
61520	1
20548	1
8270	1
8178	1
32858	1
45148	1
12365	1
36953	1
45149	1
77933	1
102521	1
36958	1
36959	1
73832	1
8265	1
12363	1
57322	1
57425	1
61523	1
49237	1
4083	1
45141	1
16375	1
8263	1
81874	1
102411	1
61479	1
16433	1
24629	1
20477	1
53280	1
41006	1
16434	1
4085	1
102409	1
77853	1
32811	1
45101	1
20529	1
24631	1
16371	1
24628	1
20530	1
65560	1
98310	1
20542	1
40993	1
61483	1
49197	1
8241	1
16445	1
20543	1
12336	1
102410	1
102405	1
69653	1
40995	1
12337	1
65514	1
28729	1
20541	1
45025	1
102414	1
65564	1
98417	1
49240	1
77926	1
102338	1
8261	1
12359	1
36947	1
41045	1
102515	1
20554	1
12279	1
12356	1
20552	1
28748	1
49242	1
4161	1
16373	1
36946	1
12358	1
53286	1
32764	1
41000	1
36910	1
20534	1
8248	1
69589	1
32813	1
8249	1
20474	1
8260	1
4156	1
102413	1
86037	1
49191	1
8251	1
4157	1
40928	1
12372	1
32835	1
8182	1
102482	1
61565	1
102486	1
12386	1
20452	1
102364	1
41072	1
49276	1
85956	1
16493	1
36983	1
57465	1
49277	1
73794	1
69700	1
12384	1
53237	1
65523	1
36977	1
24687	1
8295	1
86088	1
12390	1
36978	1
12391	1
41077	1
45175	1
61567	1
77892	1
102480	1
12389	1
16362	1
8294	1
28780	1
41078	1
61564	1
77893	1
12264	1
16494	1
69701	1
86093	1
12397	1
61556	1
57462	1
36984	1
41086	1
102489	1
16483	1
40952	1
32891	1
81867	1
41087	1
65612	1
4206	1
81989	1
12395	1
8168	1
28646	1
49266	1
12396	1
8291	1
102491	1
8175	1
20578	1
24551	1
12398	1
61558	1
32888	1
45182	1
32739	1
102365	1
57461	1
45183	1
73806	1
20576	1
16482	1
24678	1
28641	1
8292	1
81992	1
41031	1
69757	1
24660	1
102366	1
4186	1
8284	1
102506	1
65656	1
45135	1
77770	1
8285	1
12383	1
32842	1
41038	1
20560	1
16466	1
4184	1
45051	1
12380	1
49216	1
102501	1
20573	1
40956	1
49227	1
57423	1
8179	1
12373	1
16475	1
90239	1
41024	1
32837	1
24548	1
61515	1
8273	1
28763	1
16477	1
49230	1
8274	1
12369	1
102504	1
36937	1
20561	1
36941	1
32737	1
102508	1
98414	1
82038	1
77944	1
57411	1
49223	1
32847	1
24658	1
24659	1
20565	1
8283	1
73677	1
77771	1
102509	1
73851	1
8282	1
32846	1
61427	1
24657	1
65659	1
57408	1
12267	1
94322	1
82036	1
73848	1
32845	1
16469	1
49222	1
20567	1
8281	1
12379	1
28643	1
4191	1
102511	1
61504	1
16444	1
8240	1
33008	1
94160	1
32799	1
45062	1
4114	1
20506	1
102434	1
65584	1
32769	1
49161	1
32770	1
45060	1
49162	1
61452	1
57358	1
28662	1
16410	1
90174	1
61453	1
16380	1
28657	1
8203	1
40985	1
45082	1
69678	1
98364	1
20487	1
12299	1
102348	1
8191	1
28672	1
16391	1
16390	1
61456	1
40986	1
36892	1
73770	1
69676	1
102460	1
32756	1
8215	1
16411	1
20509	1
8210	1
20508	1
98342	1
61449	1
8211	1
16381	1
28697	1
102437	1
57354	1
45070	1
20498	1
69690	1
61447	1
20499	1
28695	1
24561	1
12304	1
65589	1
102433	1
102438	1
73783	1
81979	1
61450	1
53262	1
20466	1
24600	1
16412	1
65588	1
20511	1
36871	1
57353	1
61451	1
45038	1
4119	1
24601	1
16413	1
57360	1
98258	1
98345	1
102457	1
8199	1
20489	1
16395	1
45077	1
40983	1
49179	1
69665	1
102449	1
98355	1
53222	1
4102	1
8193	1
98256	1
24585	1
20495	1
32789	1
12288	1
49128	1
40940	1
73766	1
4099	1
8196	1
28686	1
36882	1
40980	1
49176	1
81960	1
16376	1
12295	1
24590	1
16393	1
20491	1
40981	1
69667	1
28658	1
8198	1
16394	1
20471	1
16398	1
45072	1
24583	1
49130	1
12300	1
8206	1
40990	1
81954	1
77868	1
28677	1
4105	1
12303	1
61408	1
12301	1
8207	1
36889	1
32795	1
45085	1
65579	1
49169	1
8190	1
40978	1
61465	1
102452	1
12289	1
4101	1
36847	1
16399	1
45073	1
32791	1
53277	1
77787	1
94249	1
24580	1
57317	1
12302	1
36890	1
81952	1
73772	1
12319	1
102443	1
53294	1
20525	1
24614	1
20479	1
32761	1
12332	1
8238	1
36920	1
32826	1
102425	1
4137	1
53297	1
32827	1
8181	1
57392	1
61490	1
77835	1
28707	1
20519	1
28708	1
20512	1
102424	1
8236	1
81920	1
65544	1
69642	1
102426	1
24612	1
57324	1
4138	1
53298	1
41021	1
57396	1
102427	1
20515	1
65512	1
45026	1
8237	1
53299	1
53231	1
53303	1
86020	1
86040	1
61487	1
81873	1
4147	1
8245	1
12343	1
16441	1
98306	1
32762	1
40997	1
28732	1
77845	1
81947	1
53289	1
69654	1
90136	1
61482	1
45095	1
65553	1
16422	1
12329	1
8234	1
4140	1
45027	1
45112	1
41018	1
65551	1
16423	1
85983	1
28734	1
57395	1
32831	1
102402	1
94238	1
32800	1
69591	1
12342	1
41011	1
12274	1
4120	1
8227	1
24562	1
61412	1
102447	1
32782	1
20500	1
12312	1
81886	1
102444	1
73786	1
28689	1
90066	1
98351	1
81975	1
32759	1
8228	1
12326	1
41012	1
28691	1
24593	1
36879	1
8186	1
49133	1
98346	1
81970	1
90166	1
61445	1
40937	1
20497	1
102441	1
40969	1
24592	1
16404	1
4088	1
102446	1
73784	1
65596	1
53255	1
45110	1
49208	1
61502	1
69636	1
86031	1
102423	1
8225	1
12323	1
28666	1
36919	1
73730	1
8226	1
57400	1
4132	1
8180	1
45104	1
32822	1
61496	1
86029	1
12321	1
77827	1
16428	1
69635	1
4128	1
90125	1
98321	1
12327	1
28719	1
32817	1
45111	1
102416	1
20465	1
28714	1
12324	1
32818	1
57406	1
49135	1
40939	1
20521	1
69593	1
90178	1
77896	1
28768	1
53410	1
16563	1
4281	1
102542	1
69790	1
49316	1
41128	1
28850	1
16564	1
12474	1
61376	1
102543	1
49317	1
24753	1
28851	1
20663	1
8377	1
12475	1
20657	1
57511	1
98443	1
24757	1
61379	1
73726	1
102539	1
82065	1
77983	1
53411	1
37035	1
98290	1
16346	1
8381	1
12479	1
24758	1
4280	1
102380	1
12476	1
8158	1
81915	1
49318	1
16566	1
37072	1
102378	1
28879	1
57565	1
78055	1
4288	1
28876	1
24782	1
32978	1
45270	1
45268	1
78052	1
102640	1
4289	1
28877	1
45269	1
73959	1
73956	1
37074	1
12472	1
20661	1
4061	1
65695	1
61601	1
45225	1
41131	1
37037	1
28849	1
16567	1
32976	1
12473	1
8379	1
4285	1
40911	1
36813	1
8388	1
28878	1
41132	1
73884	1
8384	1
69786	1
45243	1
86148	1
102556	1
98462	1
28832	1
12456	1
8362	1
45240	1
69773	1
102557	1
24739	1
4062	1
77974	1
82072	1
37026	1
16568	1
37027	1
57521	1
94194	1
77818	1
49331	1
28836	1
16359	1
12460	1
82051	1
8163	1
28837	1
53425	1
37049	1
8361	1
45245	1
102558	1
24736	1
69569	1
49332	1
102559	1
20647	1
20438	1
24765	1
65682	1
8157	1
16572	1
32933	1
12467	1
24761	1
86172	1
45216	1
61608	1
12251	1
69631	1
98439	1
86173	1
45217	1
37029	1
24533	1
20669	1
86162	1
94195	1
8368	1
90270	1
86169	1
24532	1
32720	1
8374	1
16570	1
28860	1
102529	1
65683	1
37025	1
45218	1
32931	1
45221	1
53417	1
49096	1
8375	1
16571	1
90264	1
102641	1
65476	1
8298	1
57551	1
45249	1
32967	1
4309	1
28889	1
16607	1
57540	1
102634	1
53443	1
57541	1
45263	1
28887	1
65481	1
8413	1
12511	1
102635	1
78079	1
24790	1
82174	1
94456	1
73970	1
49357	1
20446	1
32728	1
86265	1
8400	1
57292	1
40900	1
32965	1
49088	1
102628	1
94203	1
16605	1
73969	1
45248	1
12496	1
24794	1
16606	1
4312	1
36807	1
102632	1
12505	1
24786	1
16598	1
53196	1
82166	1
73978	1
69884	1
57539	1
8411	1
49350	1
40902	1
94414	1
102610	1
44992	1
4322	1
24812	1
28910	1
45256	1
4319	1
90358	1
41160	1
44995	1
8415	1
90110	1
86257	1
82163	1
49348	1
53446	1
8408	1
4052	1
20444	1
98540	1
65788	1
49349	1
45259	1
32973	1
24785	1
4305	1
90366	1
28874	1
102624	1
61657	1
102376	1
8396	1
12494	1
78062	1
16577	1
20675	1
12252	1
28868	1
8154	1
53456	1
61652	1
32986	1
102648	1
20673	1
24775	1
8399	1
57281	1
40905	1
49374	1
20687	1
20686	1
37078	1
61658	1
8385	1
4059	1
28875	1
16589	1
41169	1
53468	1
32981	1
57561	1
49373	1
90345	1
32725	1
24529	1
16590	1
53457	1
57559	1
45277	1
8405	1
82151	1
65775	1
102653	1
4306	1
20698	1
41157	1
20433	1
12503	1
8155	1
16601	1
102627	1
45252	1
4304	1
61381	1
20696	1
16602	1
41179	1
98558	1
20678	1
61651	1
12490	1
24530	1
57552	1
32988	1
102654	1
8393	1
61380	1
24770	1
65774	1
16582	1
12488	1
8394	1
90099	1
16351	1
41178	1
32990	1
73870	1
53427	1
12463	1
61539	1
102361	1
28650	1
8325	1
12423	1
32913	1
45207	1
61599	1
8164	1
8326	1
28812	1
24718	1
32914	1
45204	1
61596	1
4225	1
85966	1
28813	1
86186	1
57500	1
49304	1
49255	1
36975	1
8313	1
45160	1
28784	1
16502	1
12269	1
82007	1
45161	1
45206	1
32879	1
24691	1
8315	1
24547	1
16520	1
20618	1
24716	1
37009	1
82091	1
94381	1
8333	1
24708	1
37018	1
94374	1
65704	1
69802	1
28807	1
81857	1
49297	1
49311	1
53395	1
37019	1
49138	1
8334	1
32922	1
65706	1
102584	1
86189	1
32919	1
102577	1
16525	1
69574	1
12418	1
45043	1
20622	1
94378	1
82092	1
102582	1
41105	1
16527	1
61595	1
49309	1
69799	1
28651	1
16526	1
4229	1
90061	1
53351	1
102479	1
4267	1
45053	1
82010	1
45156	1
53352	1
61548	1
57454	1
4208	1
20600	1
102465	1
32867	1
49259	1
8311	1
41056	1
8304	1
102363	1
32869	1
53232	1
4215	1
69712	1
102464	1
28799	1
40953	1
4204	1
32740	1
49270	1
86085	1
24675	1
20581	1
12393	1
102466	1
16505	1
41060	1
61431	1
4210	1
8308	1
86107	1
45159	1
4211	1
16509	1
102468	1
36964	1
49151	1
45164	1
73674	1
49251	1
32875	1
20593	1
28789	1
24695	1
12413	1
98378	1
94290	1
77914	1
41064	1
32876	1
28786	1
16500	1
20598	1
49250	1
28791	1
12400	1
77918	1
16366	1
41059	1
53357	1
49263	1
12268	1
98376	1
102474	1
61542	1
45167	1
20594	1
8170	1
12414	1
102475	1
53347	1
61543	1
36971	1
28805	1
24558	1
32923	1
86177	1
53380	1
32910	1
12263	1
16357	1
102572	1
82102	1
53381	1
8347	1
98253	1
90291	1
69821	1
28652	1
45238	1
65665	1
24554	1
20456	1
16553	1
36851	1
49285	1
102574	1
45196	1
32905	1
41101	1
28823	1
12262	1
8349	1
65721	1
61572	1
20624	1
85962	1
24726	1
45197	1
20625	1
16531	1
102354	1
41096	1
28818	1
28847	1
32945	1
57533	1
28653	1
90250	1
53241	1
49143	1
20652	1
16558	1
73859	1
8355	1
24740	1
28843	1
24555	1
4266	1
86147	1
65673	1
73869	1
16545	1
20457	1
65670	1
61437	1
102544	1
77954	1
8162	1
28844	1
45236	1
49338	1
73863	1
82059	1
37041	1
8352	1
8353	1
12450	1
73666	1
4262	1
16556	1
37046	1
57528	1
65669	1
65720	1
82096	1
102570	1
20613	1
20612	1
4236	1
8166	1
53396	1
94368	1
69804	1
24707	1
37021	1
94371	1
98495	1
49288	1
57484	1
53245	1
8340	1
20634	1
45191	1
28800	1
37023	1
65531	1
61586	1
90279	1
69801	1
102585	1
24704	1
16516	1
12426	1
4238	1
41112	1
45211	1
45210	1
32924	1
94370	1
16517	1
8329	1
28648	1
57489	1
57485	1
28831	1
12446	1
12433	1
20639	1
69815	1
86207	1
73671	1
8338	1
69573	1
45185	1
4245	1
12257	1
45046	1
20637	1
102565	1
86205	1
20626	1
20458	1
8348	1
4247	1
12435	1
36992	1
94397	1
4240	1
40951	1
8342	1
24734	1
65714	1
49139	1
20633	1
36998	1
8337	1
53390	1
32747	1
4246	1
16540	1
102566	1
73904	1
49293	1
16303	1
25035	1
37333	1
4876	1
24428	1
25375	1
99107	1
74551	1
33540	1
8976	1
32616	1
29466	1
17180	1
78642	1
82748	1
8977	1
21279	1
82749	1
37636	1
58122	1
102230	1
4881	1
95036	1
25374	1
3945	1
37660	1
70445	1
37634	1
13078	1
66352	1
49929	1
62223	1
4883	1
29468	1
8981	1
21275	1
99105	1
95039	1
37632	1
41734	1
40820	1
29464	1
21276	1
41731	1
45835	1
8991	1
82739	1
74559	1
102231	1
89933	1
4894	1
66364	1
17173	1
17171	1
98121	1
4895	1
33550	1
25362	1
21268	1
17174	1
40822	1
13085	1
58119	1
4885	1
21267	1
85838	1
74547	1
62214	1
17168	1
25364	1
49009	1
13086	1
25365	1
62213	1
24429	1
8989	1
70459	1
29460	1
86832	1
82738	1
49923	1
53105	1
74537	1
24430	1
4879	1
82732	1
20323	1
4871	1
17165	1
49949	1
78627	1
99125	1
8962	1
4868	1
37652	1
40826	1
54045	1
49951	1
74531	1
95017	1
4874	1
8972	1
54046	1
41744	1
21262	1
86824	1
78631	1
4864	1
21256	1
17162	1
45844	1
70432	1
78628	1
82730	1
8041	1
13061	1
8967	1
25359	1
45845	1
41751	1
54041	1
70433	1
58132	1
41756	1
82720	1
45850	1
58135	1
37657	1
86817	1
25344	1
21254	1
94020	1
62226	1
82724	1
20320	1
70446	1
29443	1
17157	1
21255	1
8969	1
13067	1
36729	1
8975	1
25351	1
86818	1
8042	1
95014	1
70442	1
29447	1
41757	1
17154	1
29444	1
25350	1
13068	1
74542	1
8974	1
49938	1
58134	1
33562	1
86816	1
82722	1
70440	1
82742	1
82696	1
13063	1
17189	1
9012	1
37667	1
49961	1
17209	1
25405	1
70416	1
37664	1
45860	1
17210	1
29500	1
45861	1
62253	1
13109	1
21305	1
17211	1
82716	1
41760	1
4914	1
32620	1
54058	1
94025	1
13099	1
12129	1
54071	1
86788	1
25378	1
17190	1
4908	1
58162	1
37666	1
49974	1
86789	1
78601	1
77633	1
41787	1
95006	1
33568	1
13106	1
29498	1
99077	1
8033	1
13119	1
90902	1
74526	1
54048	1
49954	1
29492	1
12135	1
82707	1
4923	1
17203	1
85835	1
94994	1
82708	1
9016	1
13114	1
69443	1
9021	1
24425	1
45859	1
29496	1
33573	1
13107	1
102226	1
4919	1
25401	1
29499	1
65405	1
21308	1
17201	1
70421	1
53115	1
25403	1
44919	1
49013	1
49953	1
37675	1
9001	1
25377	1
20332	1
33596	1
70401	1
8999	1
21289	1
17195	1
25391	1
41783	1
82700	1
13090	1
16226	1
4902	1
41776	1
45874	1
62266	1
49980	1
13091	1
12128	1
29483	1
58174	1
62268	1
33586	1
13095	1
4898	1
13094	1
21290	1
33584	1
58172	1
28520	1
4899	1
21291	1
25390	1
33585	1
41781	1
58173	1
78596	1
13092	1
8998	1
21288	1
17197	1
33589	1
62267	1
25383	1
37691	1
8039	1
13100	1
33594	1
45884	1
21281	1
29477	1
4905	1
62263	1
13101	1
90880	1
99100	1
17188	1
21286	1
13098	1
62258	1
33593	1
4907	1
74498	1
62265	1
89934	1
29480	1
17198	1
33590	1
99095	1
65403	1
25387	1
54077	1
49011	1
82688	1
74508	1
25380	1
61305	1
13102	1
17185	1
25381	1
21259	1
61303	1
20930	1
13010	1
74483	1
53954	1
33480	1
17104	1
3954	1
40800	1
74492	1
33481	1
69458	1
8925	1
49858	1
24441	1
42433	1
16245	1
8926	1
70392	1
21201	1
17119	1
16244	1
8915	1
90873	1
41665	1
8913	1
13011	1
24440	1
25305	1
17117	1
21215	1
94971	1
13009	1
86783	1
41666	1
12150	1
29400	1
17118	1
41667	1
33479	1
3955	1
13021	1
25296	1
13029	1
70339	1
4835	1
8933	1
33521	1
65390	1
17130	1
4833	1
8935	1
13030	1
21225	1
33523	1
45813	1
13026	1
28541	1
45810	1
37622	1
37618	1
8932	1
8920	1
29392	1
13018	1
99052	1
37583	1
8921	1
44903	1
32638	1
62144	1
24442	1
16246	1
49863	1
33487	1
20344	1
94961	1
66303	1
70338	1
86730	1
20346	1
49868	1
29419	1
78581	1
17089	1
8054	1
8909	1
49873	1
17090	1
25286	1
3956	1
13004	1
53968	1
33498	1
74478	1
99066	1
29381	1
12144	1
65386	1
13005	1
8911	1
99064	1
33496	1
32634	1
66277	1
21198	1
37590	1
8897	1
57197	1
4807	1
17101	1
41681	1
86767	1
25284	1
40805	1
25290	1
78560	1
90858	1
69463	1
74467	1
21186	1
53969	1
70377	1
99067	1
29407	1
12145	1
66288	1
33473	1
45767	1
57199	1
36709	1
8917	1
28542	1
82663	1
13012	1
37569	1
41671	1
4817	1
32636	1
21209	1
17115	1
41668	1
45785	1
21190	1
29376	1
40806	1
82660	1
25281	1
8905	1
13003	1
98138	1
62163	1
8055	1
4813	1
53972	1
37596	1
82662	1
29377	1
25283	1
21189	1
8907	1
16247	1
33525	1
90924	1
62186	1
13041	1
53109	1
17151	1
86738	1
66264	1
17136	1
21234	1
25332	1
61297	1
8956	1
13054	1
74461	1
53987	1
62183	1
33513	1
25333	1
8047	1
49903	1
62185	1
37605	1
13043	1
53998	1
8944	1
4854	1
25336	1
17148	1
49901	1
8945	1
32610	1
66263	1
4855	1
74450	1
33510	1
13040	1
98114	1
44921	1
17150	1
4859	1
8957	1
58086	1
49021	1
17142	1
8954	1
62177	1
45801	1
21237	1
8955	1
81740	1
4866	1
33518	1
8964	1
13062	1
21258	1
29454	1
41748	1
54042	1
86826	1
25330	1
13051	1
37608	1
13053	1
25334	1
13052	1
8958	1
70361	1
17139	1
4857	1
12137	1
8959	1
21239	1
70366	1
62178	1
37614	1
25328	1
21238	1
24423	1
58081	1
49900	1
37606	1
49917	1
70358	1
41724	1
45822	1
17121	1
25317	1
89947	1
33529	1
41725	1
70344	1
21216	1
29412	1
102209	1
13036	1
54000	1
21217	1
17123	1
8044	1
41727	1
37626	1
33528	1
13038	1
48999	1
13024	1
53097	1
25322	1
21228	1
17134	1
41714	1
62200	1
17135	1
8940	1
45809	1
37621	1
33527	1
82624	1
21218	1
44901	1
4842	1
99036	1
8936	1
16232	1
17145	1
102239	1
94943	1
37603	1
45799	1
58093	1
94019	1
8949	1
21243	1
45817	1
49018	1
13044	1
62189	1
58095	1
53108	1
8951	1
17147	1
28515	1
16233	1
28514	1
65393	1
33532	1
82629	1
70351	1
25313	1
17125	1
8937	1
13035	1
4847	1
4845	1
66254	1
25314	1
17126	1
3951	1
90819	1
66255	1
21221	1
66333	1
45867	1
25393	1
5002	1
54166	1
33692	1
86950	1
70574	1
21383	1
62355	1
45979	1
37791	1
95139	1
17286	1
13192	1
9098	1
16213	1
78760	1
9099	1
5005	1
50071	1
13194	1
9096	1
29570	1
91045	1
70570	1
78766	1
17281	1
21379	1
25477	1
44870	1
9101	1
17282	1
86945	1
29572	1
36674	1
94079	1
62356	1
17283	1
102243	1
37785	1
37789	1
70573	1
58252	1
32606	1
58248	1
50060	1
9104	1
102240	1
25496	1
21406	1
9105	1
25497	1
13205	1
29595	1
17309	1
41858	1
33670	1
5012	1
16214	1
21404	1
99235	1
85880	1
8017	1
17305	1
21402	1
29598	1
45959	1
58253	1
62351	1
5011	1
9109	1
29599	1
70576	1
99233	1
66481	1
37760	1
5008	1
40769	1
29596	1
25502	1
33688	1
8016	1
95160	1
17280	1
32602	1
62304	1
50022	1
29552	1
17270	1
13176	1
8022	1
86869	1
82775	1
37741	1
29553	1
16210	1
4994	1
13190	1
21386	1
41876	1
50072	1
13179	1
20316	1
17269	1
70494	1
4984	1
45933	1
17267	1
29557	1
73590	1
9087	1
99148	1
33644	1
29555	1
25456	1
21366	1
9080	1
13178	1
81778	1
54119	1
45931	1
66464	1
4995	1
9093	1
41873	1
4998	1
25480	1
37782	1
58264	1
74656	1
70566	1
4999	1
37783	1
82859	1
74657	1
70567	1
13184	1
102242	1
21388	1
54172	1
9091	1
13186	1
70561	1
13191	1
58270	1
17289	1
25485	1
41877	1
17290	1
33682	1
45972	1
41878	1
70560	1
41879	1
66466	1
4993	1
28505	1
13189	1
9095	1
21385	1
25487	1
17310	1
86972	1
17205	1
41907	1
5038	1
58288	1
41912	1
66445	1
17317	1
28480	1
50101	1
33725	1
74634	1
99230	1
29600	1
13224	1
9130	1
102269	1
36701	1
62384	1
58290	1
37817	1
12104	1
99227	1
5035	1
94048	1
44888	1
13230	1
54194	1
86915	1
21411	1
25509	1
37819	1
66443	1
46015	1
78732	1
21408	1
16202	1
13228	1
62388	1
33722	1
70541	1
66447	1
29601	1
13237	1
9142	1
29628	1
25534	1
70545	1
62381	1
5041	1
102266	1
78738	1
5040	1
33700	1
62378	1
13234	1
40792	1
66453	1
50093	1
54191	1
32579	1
58286	1
21413	1
9140	1
5037	1
44889	1
50103	1
33727	1
54186	1
62382	1
57175	1
25532	1
33698	1
95135	1
62383	1
8015	1
13239	1
29631	1
91038	1
37792	1
17312	1
21421	1
29593	1
32577	1
62341	1
17299	1
25495	1
102270	1
13213	1
82867	1
69486	1
54151	1
29587	1
21399	1
13211	1
40796	1
5023	1
99245	1
91057	1
62336	1
53078	1
66490	1
57163	1
3921	1
70586	1
25499	1
21405	1
17311	1
78769	1
86973	1
61260	1
82864	1
74684	1
25494	1
33673	1
21395	1
29591	1
12117	1
8019	1
13215	1
78783	1
86964	1
66494	1
62337	1
29611	1
17324	1
33716	1
50108	1
54206	1
99221	1
13219	1
25513	1
37815	1
13218	1
50109	1
70532	1
9122	1
16201	1
25514	1
54204	1
82831	1
98145	1
46005	1
33679	1
33713	1
13209	1
57172	1
61266	1
9124	1
62398	1
66433	1
9125	1
46007	1
29613	1
78724	1
16200	1
24388	1
50106	1
58302	1
102271	1
13221	1
25462	1
17266	1
21360	1
89972	1
44874	1
4946	1
29534	1
37699	1
49993	1
3935	1
9045	1
53063	1
65345	1
29532	1
86904	1
58191	1
70513	1
82811	1
33604	1
54094	1
102252	1
62286	1
54090	1
78697	1
17222	1
54102	1
45914	1
9033	1
4943	1
33629	1
95075	1
29504	1
4940	1
58195	1
45912	1
41818	1
86884	1
29505	1
21317	1
13129	1
28498	1
4950	1
29530	1
21342	1
13148	1
29527	1
9053	1
13151	1
86899	1
37704	1
25430	1
4952	1
86896	1
45903	1
70520	1
54081	1
17235	1
4953	1
32595	1
49988	1
25424	1
21331	1
33609	1
74608	1
25434	1
70518	1
54095	1
24406	1
36684	1
66421	1
41794	1
69501	1
17246	1
62279	1
82814	1
37701	1
77689	1
66423	1
62278	1
25428	1
8031	1
58192	1
69502	1
37736	1
21318	1
13127	1
50009	1
54107	1
16230	1
29516	1
50010	1
21321	1
33619	1
50011	1
8034	1
17228	1
41808	1
50012	1
78690	1
95082	1
9025	1
13123	1
4931	1
28524	1
66400	1
45865	1
9017	1
65406	1
86804	1
70428	1
4924	1
61308	1
54053	1
41771	1
41812	1
37677	1
13113	1
9019	1
4925	1
36720	1
32622	1
29518	1
85832	1
29515	1
17229	1
33626	1
90980	1
9037	1
54099	1
95079	1
29508	1
102225	1
50002	1
45916	1
45918	1
25415	1
73539	1
9039	1
41823	1
70505	1
66411	1
74607	1
86882	1
33624	1
70503	1
58203	1
9026	1
40819	1
29512	1
58202	1
90986	1
13121	1
21325	1
54109	1
50000	1
70501	1
99191	1
17216	1
21314	1
29510	1
12133	1
13134	1
57159	1
65347	1
33613	1
25425	1
37756	1
17255	1
13161	1
89980	1
102246	1
33663	1
37730	1
54122	1
58220	1
20318	1
13174	1
21370	1
99137	1
41829	1
24412	1
28506	1
9077	1
50038	1
57155	1
9066	1
29538	1
21344	1
25446	1
65350	1
57154	1
95045	1
70473	1
90944	1
21350	1
41849	1
9064	1
45946	1
33660	1
86855	1
25441	1
17253	1
65351	1
29567	1
33634	1
21368	1
13182	1
21373	1
17279	1
99144	1
33640	1
45934	1
17264	1
8021	1
82769	1
9075	1
74589	1
17265	1
61259	1
4987	1
9085	1
13183	1
95060	1
32601	1
13169	1
21369	1
54127	1
25471	1
86878	1
9072	1
13170	1
53070	1
74577	1
82781	1
9073	1
95065	1
44866	1
29563	1
90970	1
41826	1
85887	1
25466	1
70485	1
45951	1
33657	1
4971	1
33649	1
33648	1
62334	1
66369	1
48972	1
36682	1
17257	1
25453	1
95052	1
21354	1
8025	1
28503	1
9062	1
21352	1
17258	1
29548	1
25454	1
25452	1
9060	1
41846	1
9050	1
21335	1
16220	1
4959	1
95091	1
41802	1
21332	1
17238	1
4956	1
20306	1
54085	1
21333	1
28502	1
95089	1
86901	1
74619	1
66368	1
45940	1
58238	1
